Location	Zip Code	Year 1	Year 2	Year 3	Year 4	Year 5
Location-5279	66664	26.3	49.0	45.0	20.8	49.4
Location-528	31673	23.9	33.1	10.6	25.4	24.0
Location-5280	12770	19.1	29.1	40.7	23.8	39.6
Location-5281	27705	18.0	16.0	46.7	32.3	16.2
Location-5282	57781	27.2	45.4	13.2	4.9	25.4
Location-5283	85151	25.7	20.7	39.7	27.4	41.4
Location-5284	30255	3.2	31.2	7.6	20.4	10.2
Location-5285	41188	8.9	43.2	23.9	46.6	23.3
Location-5286	84295	10.2	3.2	49.1	33.0	14.4
Location-5287	65148	36.2	47.6	19.0	28.3	12.1
Location-5289	17640	48.7	37.5	33.1	23.0	38.8
Location-529	25987	28.6	48.0	36.2	28.9	41.8
Location-5290	62472	3.1	8.5	2.8	38.9	14.0
Location-5291	15486	23.6	33.0	20.5	47.7	2.7
Location-5292	11680	19.8	20.1	1.2	5.4	30.0
Location-5293	10712	4.3	22.2	10.6	34.7	46.0
Location-5295	67675	12.2	31.0	43.0	20.1	1.0
Location-5296	63263	31.2	18.9	13.0	4.9	26.9
Location-5297	76865	8.6	28.8	34.7	17.0	26.8
Location-5298	68347	26.3	15.7	29.1	20.3	19.5
Location-5299	61011	12.0	45.4	28.4	18.1	1.7
Location-53	35668	7.7	20.9	38.9	40.8	41.4
Location-530	29882	15.6	41.8	7.9	13.6	35.3
Location-5300	69564	40.7	37.6	18.3	26.8	6.7
Location-5301	60704	6.6	22.4	25.4	11.6	15.6
Location-5302	78582	14.4	16.2	32.4	37.7	43.8
Location-5303	58849	33.7	34.8	15.1	42.4	36.7
Location-5304	81552	39.1	19.3	25.9	32.4	7.5
Location-5305	99780	34.2	11.2	44.2	37.5	40.5
Location-5306	39150	39.0	28.3	16.5	30.9	10.0
Location-5307	68500	48.4	2.6	38.3	44.0	44.5
Location-5308	99386	42.5	37.0	48.0	37.3	34.3
Location-5309	84778	22.0	28.9	39.6	18.0	31.7
Location-531	18449	23.7	44.2	10.7	31.1	9.7
Location-5310	70251	12.6	47.4	17.6	2.4	13.2
Location-5311	65565	25.4	41.8	17.5	24.1	20.0
Location-5312	50713	18.1	18.4	46.8	19.8	32.0
Location-5313	85466	26.9	31.2	1.9	26.1	34.6
Location-5314	99749	23.6	29.8	9.2	19.8	28.6
Location-5315	45100	11.3	15.1	26.9	38.9	12.5
Location-5316	92382	36.6	48.5	9.5	28.7	10.9
Location-5317	97149	36.5	44.2	22.5	15.9	31.1
Location-5318	14615	20.1	46.5	2.7	38.2	11.6
Location-532	67485	34.4	26.9	33.1	24.0	8.3
Location-5320	92689	3.3	16.2	5.6	38.1	14.2
Location-5321	93324	26.5	18.3	39.2	11.8	47.9
Location-5322	99809	40.5	35.9	42.7	22.2	1.5
Location-5323	16994	46.3	21.0	9.0	18.9	18.0
Location-5324	23001	23.3	21.8	31.4	34.3	40.2
Location-5325	87122	25.5	29.5	5.0	49.7	21.5
Location-5326	72380	37.5	23.0	38.6	12.4	17.6
Location-5327	50858	2.8	48.0	44.3	48.0	41.4
Location-5328	74656	21.1	13.7	10.6	46.5	10.4
Location-5329	57486	28.0	17.1	33.1	40.9	16.5
Location-533	89197	41.2	15.7	20.6	10.0	45.9
Location-5330	42761	22.8	43.6	43.4	38.4	8.5
Location-5331	32404	3.0	21.8	24.3	4.0	4.7
Location-5332	31953	34.0	17.0	18.8	32.6	18.9
Location-5333	16819	42.7	46.3	15.2	22.4	40.1
Location-5334	17556	14.9	46.1	19.7	36.8	5.5
Location-5335	82843	27.7	7.8	38.3	37.4	46.6
Location-5336	21849	19.8	37.1	2.3	32.7	6.3
Location-5337	47101	35.7	20.6	3.5	32.5	42.9
Location-5338	21751	9.9	11.8	24.5	37.3	34.7
Location-5339	57831	20.9	3.5	49.0	46.5	12.0
Location-534	41656	42.4	35.6	1.9	24.8	1.3
Location-5341	81526	39.0	1.8	8.3	29.3	3.7
Location-5342	64634	38.1	24.9	14.9	48.3	15.6
Location-5343	81551	46.7	38.1	34.6	19.1	30.3
Location-5344	74536	21.4	43.3	33.6	1.3	18.8
Location-5345	27706	21.6	4.0	41.5	5.9	23.2
Location-5346	55389	18.1	6.2	48.6	21.2	32.5
Location-5347	46328	32.9	44.0	30.2	11.1	36.9
Location-5348	75312	46.1	30.1	47.2	24.8	34.2
Location-5349	67417	41.5	17.1	23.7	27.0	25.0
Location-535	87013	47.2	33.4	43.4	43.9	39.0
Location-5350	19804	11.5	13.0	45.6	47.5	27.2
Location-5351	24605	6.2	41.5	21.6	4.3	21.7
Location-5352	51989	43.7	19.4	3.4	44.5	46.8
Location-5353	72359	27.9	22.3	10.9	37.0	8.8
Location-5354	72879	25.3	38.3	37.3	10.4	15.8
Location-5355	97168	6.8	33.7	1.9	15.2	47.2
Location-5356	34888	39.0	39.3	46.7	26.8	36.1
Location-5357	11021	39.4	49.4	13.0	3.1	29.3
Location-5358	26529	41.9	24.8	46.8	30.3	8.1
Location-5359	20044	4.5	4.1	6.9	1.5	8.0
Location-536	41729	47.2	44.6	41.7	7.1	34.6
Location-5360	57789	32.5	40.8	36.9	45.9	38.4
Location-5361	86871	46.4	15.9	27.0	33.2	9.8
Location-5362	58648	29.7	44.3	34.9	20.8	13.8
Location-5363	21225	23.1	6.9	39.0	36.5	15.0
Location-5364	37945	30.7	36.2	2.7	32.9	42.4
Location-5365	21240	32.8	21.2	43.4	18.3	47.9
Location-5366	70515	20.7	16.6	3.8	6.3	15.4
Location-5367	30772	31.9	30.3	46.5	2.8	27.8
Location-5368	33304	11.2	19.9	19.0	5.3	28.0
Location-5369	25767	38.8	15.7	5.9	6.7	3.2
Location-537	49712	18.5	1.4	29.1	27.8	23.2
Location-5370	70490	36.9	47.4	38.0	35.4	14.3
Location-5371	39994	22.1	4.0	9.6	11.4	45.8
Location-5372	36194	12.1	31.1	35.5	43.0	30.1
Location-5373	75892	45.6	32.1	42.9	28.5	17.5
Location-5374	13152	8.5	15.9	44.1	47.5	38.6
Location-5375	96564	30.6	47.4	11.4	28.4	20.3
Location-5376	93699	17.8	6.1	4.9	10.6	12.3
Location-5377	14429	47.4	21.2	5.7	48.4	1.6
Location-5378	32697	48.1	20.3	46.2	38.2	48.6
Location-5379	21326	26.5	6.1	22.4	40.0	44.1
Location-538	10388	31.4	41.7	10.8	10.6	28.1
Location-5380	49097	7.1	1.6	11.3	33.0	5.5
Location-5381	52106	2.1	19.8	48.6	28.4	34.9
Location-5382	47128	35.6	14.0	25.5	5.3	32.7
Location-5383	47668	19.9	26.3	44.9	41.1	40.6
Location-5384	35337	26.2	3.0	20.1	43.2	30.7
Location-5385	78966	33.9	3.1	1.1	25.5	20.7
Location-5386	49211	24.7	39.3	45.4	10.9	29.9
Location-5387	19450	12.4	24.8	42.2	7.0	33.7
Location-5388	46907	23.5	3.9	7.8	3.1	40.1
Location-539	89286	48.5	28.3	35.3	33.6	35.9
Location-5390	43784	20.2	43.4	20.3	27.7	24.9
Location-5391	27931	8.3	31.2	28.0	13.8	2.9
Location-5392	24214	21.3	19.7	28.0	36.6	35.6
Location-5393	80819	38.8	29.6	46.8	3.0	29.1
Location-5394	86648	31.3	11.2	10.8	3.1	17.7
Location-5395	83934	25.5	1.8	49.2	10.8	31.6
Location-5396	17506	11.6	43.1	24.0	46.1	31.0
Location-5397	21857	36.0	48.8	41.7	37.7	47.7
Location-5398	78451	18.5	35.0	12.5	48.8	23.7
Location-5399	44556	15.0	1.4	44.4	34.3	8.6
Location-54	80093	24.3	10.7	13.2	33.6	2.0
Location-540	10813	31.4	2.2	11.3	36.0	13.8
Location-5400	65371	32.1	23.1	25.1	44.7	12.5
Location-5401	38087	37.7	25.1	26.8	37.3	41.3
Location-5402	56954	2.3	5.7	23.0	38.6	33.8
Location-5403	29180	34.5	21.3	30.8	38.5	12.3
Location-5404	84224	34.7	20.6	33.8	27.8	38.4
Location-5405	81023	14.7	28.0	9.9	38.2	40.6
Location-5406	23050	3.9	7.2	48.2	25.5	42.2
Location-5407	37908	47.7	23.2	17.9	13.0	41.6
Location-5408	68903	43.9	7.1	34.2	46.4	8.7
Location-5409	13093	28.1	20.2	5.2	1.0	19.5
Location-541	51803	2.4	12.7	26.9	42.2	47.4
Location-5410	52720	42.6	7.6	23.3	30.5	5.9
Location-5411	36511	44.3	24.8	3.2	38.4	12.2
Location-5412	42291	9.2	39.2	33.8	27.1	19.8
Location-5413	49491	23.4	20.0	24.3	36.6	17.6
Location-5414	19207	22.5	21.2	44.5	1.3	18.9
Location-5415	51010	24.7	38.1	23.4	26.2	47.6
Location-5416	36112	36.7	19.8	41.4	13.4	38.5
Location-5417	83830	33.5	5.1	16.5	38.4	40.4
Location-5419	50151	19.8	3.2	14.5	9.1	44.1
Location-542	31130	49.7	16.5	47.9	14.5	2.7
Location-5420	41525	10.4	19.0	17.9	13.5	4.0
Location-5421	77882	31.4	44.6	24.9	49.3	10.0
Location-5422	74793	45.1	34.7	4.5	38.3	7.9
Location-5423	66558	34.7	18.9	46.0	5.6	44.7
Location-5424	14102	8.0	47.6	18.0	14.7	42.6
Location-5425	18249	41.8	49.5	12.2	15.6	10.3
Location-5426	16573	9.3	1.9	22.1	46.7	2.9
Location-5427	13748	7.3	13.7	7.2	38.3	11.2
Location-5428	72120	39.2	24.6	14.1	17.6	21.6
Location-5429	16827	17.6	43.7	32.9	25.7	40.4
Location-543	85577	45.7	6.6	22.9	27.5	36.3
Location-5430	60998	50.0	24.2	12.2	9.1	35.8
Location-5431	50794	47.3	48.2	23.4	38.6	39.9
Location-5432	42028	8.4	18.3	10.9	18.1	16.1
Location-5433	11271	13.0	47.5	15.5	4.4	1.8
Location-5434	55325	21.0	29.1	4.9	33.0	22.9
Location-5435	11310	2.7	35.2	4.0	26.4	3.5
Location-5436	64815	44.9	32.6	36.1	11.7	43.7
Location-5437	85255	34.8	3.1	43.4	11.3	2.6
Location-5439	72591	9.3	33.2	4.7	31.9	11.0
Location-544	86543	17.7	34.7	4.1	45.2	22.8
Location-5440	41655	13.6	10.6	13.3	44.4	48.5
Location-5441	61616	23.6	5.8	30.9	42.9	43.8
Location-5442	48502	11.9	17.7	39.7	49.5	25.4
Location-5443	12464	38.0	26.8	3.0	46.0	6.5
Location-5445	73935	50.0	44.2	9.6	13.0	47.0
Location-5446	32937	48.2	50.0	9.4	21.2	18.1
Location-5447	38809	27.2	3.3	25.4	33.6	25.6
Location-5448	93183	3.1	2.8	43.8	7.9	24.1
Location-5449	48358	25.2	48.5	19.0	1.8	38.4
Location-545	27778	21.5	9.3	49.1	37.2	3.5
Location-5450	28572	5.3	2.3	21.9	5.7	15.2
Location-5451	56823	39.8	20.0	19.5	33.8	4.8
Location-5452	47614	11.1	20.0	32.0	26.4	15.3
Location-5453	46959	15.9	22.1	49.2	16.7	26.3
Location-5454	91340	12.8	43.3	8.1	16.4	8.9
Location-5455	68215	5.6	6.2	26.0	12.5	43.8
Location-5456	94305	36.3	40.4	2.7	15.5	44.4
Location-5457	58068	37.6	3.2	47.2	5.4	28.9
Location-5458	15575	36.5	49.5	12.5	8.8	20.5
Location-5459	15611	6.8	2.4	7.6	15.6	49.5
Location-546	18070	49.8	1.6	27.7	41.9	16.8
Location-5460	77888	36.2	13.3	31.3	26.1	18.9
Location-5461	49355	27.5	6.3	20.9	20.0	45.2
Location-5462	85098	34.7	1.8	15.3	32.6	28.0
Location-5463	95919	10.7	20.4	46.5	15.2	1.6
Location-5464	79158	49.7	30.1	10.6	34.6	32.3
Location-5465	63916	26.1	38.2	37.5	24.1	1.0
Location-5466	83907	12.7	28.1	2.8	2.0	11.3
Location-5467	14604	8.2	9.1	29.4	29.0	25.9
Location-5468	83011	39.6	43.5	41.3	48.7	38.3
Location-547	56645	3.8	17.1	48.6	45.5	49.8
Location-5470	29932	26.5	19.0	6.3	39.6	14.3
Location-5471	29718	6.6	4.2	29.6	3.9	16.5
Location-5472	99049	16.1	29.2	41.0	33.2	41.7
Location-5473	90970	36.3	27.9	15.5	32.8	38.1
Location-5474	58428	46.7	47.9	47.9	23.9	17.7
Location-5475	41227	17.9	39.4	43.4	44.3	17.3
Location-5476	22273	18.5	9.0	36.0	10.4	18.4
Location-5477	64553	48.3	16.5	35.7	16.8	8.1
Location-5479	57556	44.8	39.1	17.6	12.4	43.1
Location-548	82061	8.0	13.8	2.3	38.3	16.2
Location-5480	28507	38.1	11.0	27.9	18.1	2.6
Location-5481	11187	32.7	40.2	47.5	25.6	33.0
Location-5482	21147	37.9	27.5	20.0	33.1	49.1
Location-5483	86565	28.8	46.2	35.9	30.1	43.0
Location-5484	63135	33.8	41.3	39.2	12.0	36.6
Location-5485	13619	23.5	4.6	47.8	24.7	17.2
Location-5486	23692	29.1	29.5	42.7	40.6	14.7
Location-5487	99864	34.1	47.4	43.0	27.8	31.3
Location-5489	63262	26.6	19.9	33.6	17.2	32.2
Location-549	98417	6.4	20.8	8.4	30.7	37.4
Location-5490	95469	10.9	34.0	47.7	26.0	19.2
Location-5491	11541	35.2	11.3	48.3	32.3	34.8
Location-5492	43410	26.4	30.9	25.1	46.0	36.7
Location-5493	69703	14.9	34.1	18.2	41.6	31.8
Location-5494	54314	9.2	11.2	5.8	15.4	35.1
Location-5495	50228	28.1	9.1	41.1	9.7	45.8
Location-5496	11574	22.8	44.9	11.2	22.4	11.5
Location-5497	82321	40.2	36.8	28.0	36.0	5.3
Location-5498	60782	18.6	33.8	39.8	9.9	45.2
Location-55	99167	15.0	18.8	17.0	44.1	24.9
Location-550	34049	17.2	49.6	36.1	5.1	12.7
Location-5500	86391	36.1	26.2	31.5	49.5	39.0
Location-5501	71784	14.9	12.7	45.9	32.3	30.2
Location-5502	13913	15.0	32.3	38.1	32.3	43.8
Location-5503	46164	36.4	31.3	2.0	9.4	28.6
Location-5504	78416	6.2	48.0	36.3	3.5	11.8
Location-5505	31956	31.3	6.1	17.9	35.3	46.6
Location-5506	77379	17.6	7.1	6.5	15.5	7.0
Location-5507	15249	11.7	40.0	15.6	15.9	13.7
Location-5508	52770	30.0	48.8	42.7	2.7	22.7
Location-5509	69257	36.2	26.3	40.9	22.4	41.0
Location-551	75890	34.4	48.0	39.0	47.2	16.8
Location-5510	49561	45.0	21.1	25.1	16.6	30.4
Location-5511	88306	40.5	30.9	10.3	9.2	20.0
Location-5512	11153	29.7	5.1	29.3	15.8	43.1
Location-5513	43007	5.3	1.5	17.0	11.7	25.5
Location-5514	44601	41.8	38.1	16.9	24.0	4.7
Location-5515	59153	14.8	31.5	4.5	23.6	25.7
Location-5516	91877	34.1	23.7	21.1	26.1	29.3
Location-5517	20347	13.6	15.7	4.7	20.0	29.1
Location-5518	38568	25.5	31.9	43.6	12.7	41.2
Location-5519	88548	32.9	32.0	5.3	19.5	42.2
Location-552	35137	27.6	21.6	11.8	23.0	45.6
Location-5520	33568	4.0	1.2	12.4	49.9	41.2
Location-5521	54676	27.7	45.0	37.6	37.5	17.4
Location-5522	80446	48.0	41.4	2.8	47.3	16.9
Location-5523	21067	4.8	14.8	37.9	15.4	17.0
Location-5525	30276	20.5	8.5	15.7	46.6	26.0
Location-5526	80985	23.7	32.6	1.0	45.3	11.0
Location-5527	16876	8.1	28.6	48.9	38.8	26.9
Location-5528	51818	34.1	30.0	1.7	16.8	25.5
Location-5529	47174	14.8	49.7	39.1	10.1	13.7
Location-553	23041	48.5	16.5	17.8	11.1	14.9
Location-5531	42327	6.6	23.2	35.1	41.6	10.7
Location-5532	18131	16.3	29.2	46.7	13.1	30.5
Location-5533	28840	32.2	34.8	23.5	47.3	6.6
Location-5534	15423	37.8	41.6	28.2	42.7	3.8
Location-5535	82291	19.0	2.8	18.9	47.9	30.4
Location-5536	87020	18.1	16.3	45.2	18.1	35.1
Location-5537	60652	37.7	41.7	6.0	43.4	16.8
Location-5538	50472	47.2	38.0	19.8	40.2	5.9
Location-5539	84243	46.4	10.9	2.2	26.0	44.3
Location-554	49427	17.3	38.1	34.4	23.1	38.9
Location-5540	35412	23.1	21.7	16.8	19.0	32.4
Location-5541	30782	19.0	25.3	15.0	15.8	6.2
Location-5542	36826	5.9	44.9	11.1	44.2	32.3
Location-5543	43359	39.2	16.4	40.3	36.7	32.5
Location-5544	76314	42.9	3.1	47.8	25.5	39.5
Location-5545	64493	6.1	10.7	37.8	3.1	42.7
Location-5546	43838	23.3	17.3	46.4	16.3	29.6
Location-5547	11708	47.5	22.4	1.3	42.9	44.7
Location-5548	34946	47.3	16.2	18.1	19.7	15.0
Location-5549	20898	24.0	41.2	43.2	2.9	13.0
Location-555	25192	24.4	36.4	34.1	24.9	11.9
Location-5551	70246	14.2	41.5	47.9	39.3	40.6
Location-5552	59876	12.5	44.2	6.4	34.6	2.1
Location-5553	33626	5.4	32.8	41.8	46.3	37.1
Location-5554	40918	30.7	10.2	32.9	10.1	23.2
Location-5556	24560	31.0	40.9	26.4	8.1	31.6
Location-5557	35220	21.0	18.7	4.1	31.6	11.6
Location-5558	31935	19.6	48.4	46.5	17.9	43.8
Location-5559	55741	43.7	30.7	17.1	29.0	11.4
Location-556	59080	36.2	38.8	1.4	32.0	44.4
Location-5560	37265	49.6	8.8	27.4	23.8	23.4
Location-5562	86262	40.5	42.1	30.4	14.2	40.1
Location-5563	36219	6.1	35.5	38.1	7.8	28.5
Location-5564	65844	29.9	2.2	31.4	31.1	32.8
Location-5565	68161	12.2	15.9	14.2	32.8	37.5
Location-5566	26849	15.3	31.4	25.4	12.5	24.0
Location-5567	88109	41.8	33.7	47.8	11.2	15.5
Location-5568	87482	11.0	33.0	47.7	23.0	29.7
Location-5569	90934	19.9	31.9	33.5	46.9	26.5
Location-557	31444	24.4	31.2	31.7	43.9	8.5
Location-5570	48304	7.4	49.5	11.4	2.0	15.0
Location-5572	43634	30.8	43.5	47.9	31.3	24.6
Location-5573	26197	34.3	28.3	49.7	38.3	49.9
Location-5574	65449	18.4	41.7	45.7	35.6	41.8
Location-5575	74686	24.2	28.2	29.3	29.0	22.0
Location-5576	60264	29.8	12.5	40.1	22.3	47.2
Location-5577	79983	48.2	45.8	48.3	29.4	5.8
Location-5578	77709	44.0	20.2	14.5	38.5	10.3
Location-5579	63506	9.8	9.5	34.8	3.5	26.1
Location-558	82279	20.1	21.6	44.3	14.6	2.4
Location-5580	90931	29.0	24.7	29.6	7.2	29.0
Location-5581	66757	38.7	29.5	31.9	26.1	24.8
Location-5584	13149	22.1	5.4	49.5	13.4	43.6
Location-5585	65468	4.7	21.1	39.4	37.7	12.8
Location-5586	79786	35.3	31.2	7.2	24.5	17.5
Location-5587	29797	10.6	34.4	20.8	35.4	31.3
Location-5588	60390	32.2	29.1	17.9	39.4	28.3
Location-5589	74095	46.1	5.9	49.5	28.0	25.0
Location-559	24754	20.7	8.8	47.6	14.1	45.2
Location-5590	44231	31.3	38.1	34.1	17.3	7.9
Location-5591	82111	44.2	21.5	39.2	6.4	36.9
Location-5592	29522	15.5	31.2	2.2	13.3	35.7
Location-5593	52889	28.9	24.3	14.2	3.2	8.6
Location-5594	55218	32.6	19.6	16.5	41.9	40.1
Location-5596	90073	10.0	37.1	37.3	24.6	45.7
Location-5597	60323	10.4	5.3	12.7	5.5	37.5
Location-5598	18485	11.3	15.0	41.0	23.5	24.3
Location-56	27254	6.9	17.5	18.7	17.3	23.3
Location-560	28065	13.5	2.6	5.5	13.2	22.8
Location-5600	91725	3.2	31.3	14.4	30.7	46.3
Location-5601	71847	14.5	20.9	18.5	3.9	6.6
Location-5602	75808	18.4	35.5	19.6	43.8	46.3
Location-5603	99064	16.2	36.5	47.3	7.6	27.6
Location-5604	10291	8.1	7.0	6.3	9.9	25.1
Location-5605	63097	34.0	21.0	32.9	5.7	35.2
Location-5606	88983	12.7	25.1	20.6	30.1	45.7
Location-5607	76681	42.2	33.7	30.1	15.5	20.0
Location-5608	49741	49.6	35.2	25.8	31.0	18.0
Location-5609	26723	42.0	19.8	22.4	5.3	22.1
Location-561	20207	14.3	41.7	23.7	7.1	44.3
Location-5610	54590	32.8	30.2	43.2	49.0	18.1
Location-5611	39490	46.2	29.0	1.3	17.3	34.2
Location-5612	57422	3.1	6.0	43.3	10.1	43.4
Location-5613	85860	46.5	42.2	8.0	16.9	47.4
Location-5614	79458	41.6	2.9	32.9	44.9	39.3
Location-5615	15150	2.4	40.8	3.3	43.5	41.0
Location-5616	71953	20.0	19.5	23.3	2.6	7.5
Location-5617	11236	16.9	43.5	16.9	26.3	4.4
Location-5618	51243	49.1	46.0	32.6	37.4	46.5
Location-5619	10383	14.9	30.4	34.1	34.7	13.2
Location-562	32861	44.1	8.9	47.1	38.7	26.5
Location-5620	47577	34.4	1.9	1.9	12.2	18.8
Location-5621	75885	9.8	42.8	17.3	19.0	41.2
Location-5622	34424	25.6	5.2	42.7	29.1	37.2
Location-5623	45215	22.3	16.8	24.2	32.7	10.7
Location-5624	68388	28.8	17.0	38.7	28.5	32.0
Location-5625	23213	39.2	40.4	18.9	47.1	41.2
Location-5626	16001	40.6	29.4	4.9	43.4	28.8
Location-5627	72955	3.1	40.7	30.4	44.8	11.3
Location-5628	97903	37.1	21.2	45.8	46.3	11.4
Location-5629	37832	8.7	19.6	1.1	32.2	46.3
Location-563	51887	13.4	48.5	40.6	43.6	17.1
Location-5630	24505	22.1	40.6	23.4	38.8	22.7
Location-5631	71458	47.3	10.6	10.9	31.3	15.4
Location-5632	50912	16.7	36.8	7.0	48.9	36.6
Location-5633	12142	18.3	24.3	7.8	24.1	21.1
Location-5634	39806	5.4	30.1	39.1	5.2	42.2
Location-5635	14379	40.4	35.9	12.2	38.7	28.7
Location-5636	72453	31.0	38.2	11.4	39.2	13.5
Location-5637	88099	43.2	33.0	14.3	12.8	43.7
Location-5638	43792	28.6	18.7	47.3	1.2	1.9
Location-564	51405	13.4	25.6	7.4	6.0	5.8
Location-5640	29229	39.0	15.2	32.9	36.6	7.4
Location-5641	32016	32.8	43.2	47.9	27.1	5.6
Location-5642	31928	47.8	18.9	35.8	41.3	8.0
Location-5643	64551	35.9	10.1	48.7	35.6	32.9
Location-5644	59968	47.7	5.4	28.2	32.6	34.4
Location-5645	27930	9.5	44.7	37.0	41.0	46.5
Location-5646	74173	38.8	22.5	28.5	12.0	13.7
Location-5647	40871	23.4	7.2	21.3	22.1	21.5
Location-5648	45955	3.4	11.4	31.6	12.3	4.5
Location-5649	35517	17.4	16.4	21.3	24.3	25.3
Location-565	35014	9.2	17.6	31.8	22.0	15.2
Location-5650	76173	48.6	5.3	19.7	5.2	17.3
Location-5651	46776	17.6	23.5	38.3	10.0	8.1
Location-5653	52764	29.6	24.8	38.5	35.7	49.6
Location-5654	53372	21.2	18.7	38.2	36.0	33.4
Location-5655	72000	33.8	13.9	5.7	39.7	46.3
Location-5656	65097	12.5	13.8	10.3	19.2	20.2
Location-5657	57749	31.5	13.1	32.6	5.5	27.3
Location-5658	79841	48.1	4.6	22.7	22.2	16.8
Location-5659	71672	45.6	25.5	41.9	33.1	37.2
Location-566	85509	22.1	4.2	32.7	16.3	45.5
Location-5660	91632	4.6	42.0	18.8	6.3	39.6
Location-5661	87018	2.7	45.4	46.9	39.7	24.7
Location-5662	43177	24.1	7.7	23.6	27.6	3.1
Location-5663	81501	30.3	11.6	30.6	10.6	44.3
Location-5664	61092	28.0	17.8	24.2	44.4	12.5
Location-5665	19888	12.8	40.5	24.1	30.6	34.5
Location-5666	69534	30.8	14.2	27.6	44.9	24.6
Location-5667	36415	17.8	21.8	3.2	7.9	11.0
Location-5668	65563	41.4	13.0	3.9	19.6	1.4
Location-5669	39687	29.4	13.6	4.2	47.7	33.9
Location-567	16572	8.1	17.3	37.6	37.7	12.3
Location-5670	52780	10.1	14.2	38.7	41.3	40.2
Location-5672	21958	22.1	49.3	32.4	39.3	33.5
Location-5673	12994	7.5	47.0	27.6	3.3	30.6
Location-5675	37810	24.4	32.0	12.5	39.9	43.0
Location-5676	46465	29.6	20.8	9.2	38.6	46.5
Location-5677	53645	14.8	35.1	16.0	38.0	14.0
Location-5678	76163	8.8	36.7	37.3	33.7	21.6
Location-5679	15549	23.2	36.5	28.5	37.7	1.2
Location-568	72973	19.2	17.2	44.2	42.7	17.7
Location-5680	10986	6.8	34.3	15.6	6.1	3.3
Location-5681	98274	20.6	1.2	19.3	41.0	48.3
Location-5683	21097	19.7	36.2	19.2	37.3	42.1
Location-5684	65971	37.5	24.0	32.4	33.3	41.2
Location-5685	21897	31.2	48.0	45.8	25.9	40.3
Location-5686	95746	2.9	46.7	5.0	29.2	29.4
Location-5687	12194	5.4	20.8	39.1	16.1	8.6
Location-5688	88148	38.5	34.4	24.6	46.5	10.0
Location-5689	64707	41.4	30.6	15.7	10.6	39.9
Location-569	66968	1.4	39.6	33.9	44.8	7.5
Location-5690	11475	2.5	27.9	10.7	40.9	13.6
Location-5691	12480	5.1	37.8	47.0	43.4	17.3
Location-5692	47019	47.9	44.8	47.3	27.8	4.6
Location-5693	40345	34.0	48.3	36.3	10.2	3.1
Location-5694	96858	24.2	41.7	20.7	9.7	31.5
Location-5695	50758	1.6	20.4	2.6	22.2	36.2
Location-5696	90590	25.3	44.0	8.0	24.3	6.5
Location-5697	20726	43.7	2.6	41.8	34.8	37.9
Location-5698	33827	10.5	20.3	15.5	43.1	14.6
Location-57	97558	38.0	27.4	46.4	3.0	49.9
Location-570	79183	23.9	1.6	35.6	3.2	33.6
Location-5700	27126	4.4	12.4	11.8	23.1	39.3
Location-5701	20172	43.9	25.9	30.7	41.7	24.2
Location-5702	50865	31.7	8.7	5.5	32.1	14.3
Location-5703	70504	41.6	43.2	47.1	34.8	12.7
Location-5705	77766	41.6	18.8	49.2	33.9	9.5
Location-5706	22122	2.9	13.5	13.6	40.7	25.0
Location-5707	31496	45.0	10.1	18.9	37.6	21.1
Location-5708	71739	39.2	8.3	43.7	22.6	35.4
Location-5709	68910	18.3	13.3	19.8	30.1	6.8
Location-571	33097	47.4	43.8	22.6	45.0	13.0
Location-5710	29603	1.1	48.1	29.4	42.4	38.0
Location-5711	19092	45.1	10.2	8.9	1.1	35.3
Location-5712	28781	24.1	41.1	43.0	40.6	14.8
Location-5713	94124	45.3	14.7	4.0	42.6	30.8
Location-5714	77385	14.1	6.9	44.6	45.2	31.3
Location-5715	91811	26.5	36.7	30.1	18.9	13.6
Location-5716	25835	15.5	43.7	47.4	44.1	30.5
Location-5717	93303	14.8	40.6	31.0	8.9	8.0
Location-5718	33019	23.5	14.2	2.9	30.5	31.2
Location-5719	55738	41.7	37.3	1.3	49.7	45.0
Location-572	13034	37.6	21.1	20.2	42.1	46.1
Location-5720	57515	6.4	35.1	32.1	3.1	38.4
Location-5721	42279	27.0	37.9	31.3	31.9	32.9
Location-5722	86754	6.9	2.6	5.0	35.3	35.2
Location-5723	79047	37.3	46.0	41.5	5.1	5.3
Location-5724	64548	39.3	24.7	26.8	49.0	45.6
Location-5725	85429	24.4	28.3	15.9	24.2	6.3
Location-5726	47173	3.9	19.3	37.7	49.8	32.7
Location-5727	14428	8.8	6.6	19.8	2.8	24.5
Location-5728	42859	30.8	18.2	33.9	37.1	15.4
Location-5729	18895	11.5	38.6	46.4	42.4	23.2
Location-573	53175	34.6	50.0	50.0	24.5	38.7
Location-5730	24402	4.4	17.5	12.0	1.9	42.8
Location-5731	99342	9.5	16.9	23.7	9.3	30.8
Location-5732	70795	22.3	21.0	27.0	16.9	9.6
Location-5733	17757	17.6	45.8	2.6	28.4	43.1
Location-5734	75000	45.8	29.5	28.2	37.3	8.3
Location-5735	27681	48.0	19.3	43.4	5.5	13.1
Location-5736	45050	15.1	12.7	22.1	40.1	19.6
Location-5738	27708	23.0	49.1	18.7	31.8	2.2
Location-5739	51086	43.4	30.1	42.7	26.6	18.5
Location-574	52921	28.9	21.9	26.0	43.2	50.0
